Time    Romove weed     Life
4,8533901     1       19
7,8217129     2       18
16,308551     3       17
18,7592132     4       16
34,0842388     5       15
36,2289865     6       14
39,2987714     7       13
43,5076066     8       12
51,6827384     9       11
59,2913343     10       10
76,7388849     11       9
88,1967865     12       8
90,8681726     13       7
93,0571238     14       6
96,6544771     15       5
99,1817544     16       4
